"https://tienda.mercadona.es/product/47351/protegeslip-normal-deliplus-dry-caja","cuidado_facial_y_corporal_higiene_intima","Protegeslip normal Deliplus Dry","Caja","2.65","0.038","ud","2022-12-07","47351"
"https://tienda.mercadona.es/product/47352/protegeslip-maxi-deliplus-dry-caja","cuidado_facial_y_corporal_higiene_intima","Protegeslip maxi Deliplus Dry","Caja","2.95","0.050","ud","2022-12-07","47352"
"https://tienda.mercadona.es/product/47356/compresa-con-alas-normal-deliplus-cotton-paquete","cuidado_facial_y_corporal_higiene_intima","Compresa con alas normal Deliplus Cotton","Paquete","3.25","0.102","ud","2022-12-07","47356"
"https://tienda.mercadona.es/product/47357/compresa-con-alas-super-deliplus-cotton-paquete","cuidado_facial_y_corporal_higiene_intima","Compresa con alas super Deliplus Cotton","Paquete","3.25","0.117","ud","2022-12-07","47357"
"https://tienda.mercadona.es/product/47366/panal-junior-braguita-noche-infantil-deliplus-17-30-kg-4-7-anos-paquete","bebe_toallitas_y_panales","Pañal junior braguita noche infantil Deliplus de 17-30 kg","Paquete","11.50","0.719","ud","2022-12-07","47366"
"https://tienda.mercadona.es/product/47367/panal-junior-braguita-noche-infantil-deliplus-27-57-kg-8-15-anos-paquete","bebe_toallitas_y_panales","Pañal junior braguita noche infantil Deliplus de 27-57 kg","Paquete","11.50","0.885","ud","2022-12-07","47367"
"https://tienda.mercadona.es/product/47368/compresa-con-alas-normal-deliplus-suave-paquete","cuidado_facial_y_corporal_higiene_intima","Compresa con alas normal Deliplus Suave","Paquete","1.25","0.125","ud","2022-12-07","47368"
"https://tienda.mercadona.es/product/47375/compresa-sin-alas-normal-evax-fina-segura-paquete","cuidado_facial_y_corporal_higiene_intima","Compresa sin alas normal Evax fina y segura","Paquete","1.95","0.098","ud","2022-12-07","47375"
"https://tienda.mercadona.es/product/47376/compresa-sin-alas-maxi-super-evax-paquete","cuidado_facial_y_corporal_higiene_intima","Compresa sin alas maxi super Evax","Paquete","1.95","0.122","ud","2022-12-07","47376"
"https://tienda.mercadona.es/product/47377/protector-cama-tamano-60-x-90-cm-deliplus-paquete","cuidado_facial_y_corporal_higiene_intima","Protector cama tamaño 60 x 90 cm Deliplus","Paquete","8.50","0.425","ud","2022-12-07","47377"
"https://tienda.mercadona.es/product/47380/compresa-sin-alas-normal-deliplus-classic-paquete","cuidado_facial_y_corporal_higiene_intima","Compresa sin alas normal Deliplus Classic","Paquete","1.20","0.047","ud","2022-12-07","47380"
"https://tienda.mercadona.es/product/47381/compresa-sin-alas-normal-plegada-deliplus-classic-paquete","cuidado_facial_y_corporal_higiene_intima","Compresa sin alas normal plegada Deliplus Classic","Paquete","1.25","0.063","ud","2022-12-07","47381"
"https://tienda.mercadona.es/product/47382/compresa-sin-alas-super-plegada-deliplus-classic-paquete","cuidado_facial_y_corporal_higiene_intima","Compresa sin alas super plegada Deliplus Classic","Paquete","1.40","0.088","ud","2022-12-07","47382"
"https://tienda.mercadona.es/product/47383/compresa-con-alas-noche-plegada-deliplus-classic-paquete","cuidado_facial_y_corporal_higiene_intima","Compresa con alas noche plegada Deliplus Classic","Paquete","1.40","0.140","ud","2022-12-07","47383"
"https://tienda.mercadona.es/product/47385/protegeslip-normal-deliplus-suave-caja","cuidado_facial_y_corporal_higiene_intima","Protegeslip normal Deliplus Suave","Caja","2.10","0.030","ud","2022-12-07","47385"
"https://tienda.mercadona.es/product/47386/protegeslip-normal-plegado-deliplus-suave-caja","cuidado_facial_y_corporal_higiene_intima","Protegeslip normal plegado Deliplus Suave","Caja","1.60","0.058","ud","2022-12-07","47386"
"https://tienda.mercadona.es/product/47387/protegeslip-maxi-deliplus-suave-caja","cuidado_facial_y_corporal_higiene_intima","Protegeslip maxi Deliplus Suave","Caja","2.60","0.044","ud","2022-12-07","47387"
"https://tienda.mercadona.es/product/47389/protegeslip-compresa-2-1-deliplus-suave-caja","cuidado_facial_y_corporal_higiene_intima","Protegeslip y compresa 2 en 1 Deliplus Suave","Caja","1.75","0.073","ud","2022-12-07","47389"
"https://tienda.mercadona.es/product/47390/protegeslip-micro-deliplus-fresh-caja","cuidado_facial_y_corporal_higiene_intima","Protegeslip micro Deliplus Fresh","Caja","2.65","0.061","ud","2022-12-07","47390"
"https://tienda.mercadona.es/product/47391/protegeslip-ultrafino-deliplus-fresh-bolsitas-caja","cuidado_facial_y_corporal_higiene_intima","Protegeslip ultrafino Deliplus Fresh","Caja","1.30","0.039","ud","2022-12-07","47391"
"https://tienda.mercadona.es/product/47392/protegeslip-tanga-deliplus-fresh-caja","cuidado_facial_y_corporal_higiene_intima","Protegeslip tanga Deliplus Fresh","Caja","1.35","0.045","ud","2022-12-07","47392"
"https://tienda.mercadona.es/product/4740/aceite-oliva-virgen-extra-hacendado-botella","aceite_especias_y_salsas_aceite_vinagre_y_sal","Aceite de oliva virgen extra Hacendado","Botella","5.45","5.450","l","2022-12-07","4740"
"https://tienda.mercadona.es/product/47462/copa-menstrual-intima-talla-m-deliplus-caja","cuidado_facial_y_corporal_higiene_intima","Copa menstrual íntima talla M Deliplus","Caja","9.00","9.000","ud","2022-12-07","47462"
"https://tienda.mercadona.es/product/47463/copa-menstrual-intima-talla-l-deliplus-caja","cuidado_facial_y_corporal_higiene_intima","Copa menstrual íntima talla L Deliplus","Caja","9.00","9.000","ud","2022-12-07","47463"
"https://tienda.mercadona.es/product/47474/babero-desechable-deliplus-paquete","bebe_biberon_chupete_y_menaje","Babero desechable Deliplus","Paquete","1.80","0.180","ud","2022-12-07","47474"
"https://tienda.mercadona.es/product/47475/cambiador-multiusos-desechable-deliplus-paquete","bebe_toallitas_y_panales","Cambiador multiusos desechable Deliplus","Paquete","2.50","0.417","ud","2022-12-07","47475"
"https://tienda.mercadona.es/product/47480/protegeslip-incontinencia-deliplus-pequeno-caja","cuidado_facial_y_corporal_higiene_intima","Protegeslip de incontinencia Deliplus pequeño","Caja","2.40","0.071","ud","2022-12-07","47480"
"https://tienda.mercadona.es/product/47489/esponja-anatomica-bebes-deliplus-paquete","bebe_higiene_y_cuidado","Esponja anatómica para bebés Deliplus","Paquete","0.80","0.800","ud","2022-12-07","47489"
"https://tienda.mercadona.es/product/4749/aceite-oliva-virgen-hacendado-botella","aceite_especias_y_salsas_aceite_vinagre_y_sal","Aceite de oliva virgen Hacendado","Botella","5.10","5.100","l","2022-12-07","4749"
"https://tienda.mercadona.es/product/47496/panal-adulto-braguita-talla-l-deliplus-pants-plus-paquete","cuidado_facial_y_corporal_higiene_intima","Pañal adulto braguita talla L Deliplus Pants Plus","Paquete","11.95","0.854","ud","2022-12-07","47496"
"https://tienda.mercadona.es/product/47540/papel-higienico-acolchado-bosque-verde-2-capas-paquete","limpieza_y_hogar_papel_higienico_y_celulosa","Papel higiénico Acolchado Bosque Verde","Paquete","3.85","0.642","ud","2022-12-07","47540"
"https://tienda.mercadona.es/product/47554/protegeslip-cotton-flexiform-carefree-regular-tanga-caja","cuidado_facial_y_corporal_higiene_intima","Protegeslip Cotton flexiform Carefree regular + tanga","Caja","1.89","0.063","ud","2022-12-07","47554"
"https://tienda.mercadona.es/product/47555/copas-cava-plastico-bosque-verde-reutilizables-paquete","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Copas cava de plástico Bosque Verde","Paquete","1.60","0.267","ud","2022-12-07","47555"
"https://tienda.mercadona.es/product/47560/lote-mujer-pacha-ibiza-sexy-party-contiene-eau-toilette-50-ml-locion-corporal-75-ml-caja","cuidado_facial_y_corporal_perfume_y_colonia","Lote mujer Pacha Ibiza Sexy Party","Caja","9.50","9.500","ud","2022-12-07","47560"
"https://tienda.mercadona.es/product/47566/panales-bebe-talla-1-2-4-kg-deliplus-paquete","bebe_toallitas_y_panales","Pañales bebé talla 1 de 2-4 kg Deliplus","Paquete","5.15","0.172","ud","2022-12-07","47566"
"https://tienda.mercadona.es/product/47567/panales-bebe-talla-2-3-6-kg-deliplus-paquete","bebe_toallitas_y_panales","Pañales bebé talla 2 de 3-6 kg Deliplus","Paquete","7.40","0.148","ud","2022-12-07","47567"
"https://tienda.mercadona.es/product/47597/panales-bebe-talla-3-4-10-kg-deliplus-paquete","bebe_toallitas_y_panales","Pañales bebé talla 3 de 4-10 kg Deliplus","Paquete","5.60","0.156","ud","2022-12-07","47597"
"https://tienda.mercadona.es/product/47598/panales-bebe-talla-3-4-10-kg-deliplus-pack-3","bebe_toallitas_y_panales","Pañales bebé talla 3 de 4-10 kg Deliplus","Pack-3","16.50","0.153","ud","2022-12-07","47598"
"https://tienda.mercadona.es/product/47599/panales-bebe-talla-4-9-15-kg-deliplus-paquete","bebe_toallitas_y_panales","Pañales bebé talla 4 de 9-15 kg Deliplus","Paquete","5.85","0.173","ud","2022-12-07","47599"
"https://tienda.mercadona.es/product/47600/panales-bebe-talla-4-9-15-kg-deliplus-pack-3","bebe_toallitas_y_panales","Pañales bebé talla 4 de 9-15 kg Deliplus","Pack-3","17.25","0.170","ud","2022-12-07","47600"
"https://tienda.mercadona.es/product/47601/panales-bebe-talla-5-13-18-kg-deliplus-paquete","bebe_toallitas_y_panales","Pañales bebé talla 5 de 13-18 kg Deliplus","Paquete","6.05","0.202","ud","2022-12-07","47601"
"https://tienda.mercadona.es/product/47605/panales-bebe-talla-5-13-18-kg-deliplus-pack-3","bebe_toallitas_y_panales","Pañales bebé talla 5 de 13-18 kg Deliplus","Pack-3","17.85","0.199","ud","2022-12-07","47605"
"https://tienda.mercadona.es/product/47608/panal-adulto-braguita-talla-m-deliplus-pants-plus-paquete","cuidado_facial_y_corporal_higiene_intima","Pañal adulto braguita talla M Deliplus Pants plus","Paquete","10.80","0.772","ud","2022-12-07","47608"
"https://tienda.mercadona.es/product/47609/panuelos-papel-extra-suaves-bosque-verde-2-capas-caja","limpieza_y_hogar_papel_higienico_y_celulosa","Pañuelos de papel Extra Suaves Bosque Verde","Caja","1.40","0.007","ud","2022-12-07","47609"
"https://tienda.mercadona.es/product/47612/panuelos-papel-con-locion-suavizante-bosque-verde-2-capas-caja","limpieza_y_hogar_papel_higienico_y_celulosa","Pañuelos de papel con loción suavizante Bosque Verde","Caja","1.30","0.013","ud","2022-12-07","47612"
"https://tienda.mercadona.es/product/47618/panuelos-papel-mentol-bosque-verde-4-capas-paquete","limpieza_y_hogar_papel_higienico_y_celulosa","Pañuelos de papel Mentol Bosque Verde","Paquete","1.45","0.015","ud","2022-12-07","47618"
"https://tienda.mercadona.es/product/47620/panuelos-papel-extra-suaves-bosque-verde-4-capas-paquete","limpieza_y_hogar_papel_higienico_y_celulosa","Pañuelos de papel Extra Suaves Bosque Verde","Paquete","1.15","0.012","ud","2022-12-07","47620"
"https://tienda.mercadona.es/product/47623/panales-bebe-talla-6-17-28-kg-deliplus-paquete","bebe_toallitas_y_panales","Pañales bebé talla 6 de 17-28 kg Deliplus","Paquete","6.60","0.300","ud","2022-12-07","47623"
"https://tienda.mercadona.es/product/47818/papel-higienico-doble-rollo-bosque-verde-paquete","limpieza_y_hogar_papel_higienico_y_celulosa","Papel higiénico Doble Rollo Bosque Verde","Paquete","5.00","0.417","ud","2022-12-07","47818"
"https://tienda.mercadona.es/product/47819/papel-higienico-doble-rollo-bosque-verde-paquete","limpieza_y_hogar_papel_higienico_y_celulosa","Papel higiénico Doble Rollo Bosque Verde","Paquete","2.55","0.425","ud","2022-12-07","47819"
"https://tienda.mercadona.es/product/47824/papel-higienico-suave-bosque-verde-paquete","limpieza_y_hogar_papel_higienico_y_celulosa","Papel higiénico Suave Bosque Verde","Paquete","3.50","0.438","ud","2022-12-07","47824"
"https://tienda.mercadona.es/product/47828/toallitas-dermo-higiene-corporal-deliplus-tamano-gigantes-paquete","cuidado_facial_y_corporal_cuidado_corporal","Toallitas Dermo Higiene Corporal Deliplus tamaño gigantes","Paquete","3.95","0.066","ud","2022-12-07","47828"
"https://tienda.mercadona.es/product/47834/papel-higienico-doble-hoja-bosque-verde-paquete","limpieza_y_hogar_papel_higienico_y_celulosa","Papel higiénico doble hoja Bosque Verde","Paquete","2.55","0.213","ud","2022-12-07","47834"
"https://tienda.mercadona.es/product/4797/albondigas-guisadas-hacendado-bandeja","pizzas_y_platos_preparados_platos_preparados_calientes","Albóndigas guisadas Hacendado","Bandeja","2.80","10.182","kg","2022-12-07","4797"
"https://tienda.mercadona.es/product/4798/pastel-atun-hacendado-bandeja","pizzas_y_platos_preparados_platos_preparados_frios","Pastel de atún Hacendado","Bandeja","2.80","10.770","kg","2022-12-07","4798"
"https://tienda.mercadona.es/product/48000/escurridor-cubo-redondo-bosque-verde","limpieza_y_hogar_utensilios_de_limpieza_y_calzado","Escurridor para cubo redondo Bosque Verde",,"0.90","0.900","ud","2022-12-07","48000"
"https://tienda.mercadona.es/product/48001/recipiente-plastico-redondo-05l-bosque-verde-con-rosca-paquete","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Recipiente de Plástico Redondo 0,5L Bosque Verde","Paquete","2.15","0.717","ud","2022-12-07","48001"
"https://tienda.mercadona.es/product/48005/recipiente-plastico-redondo-240-ml-bosque-verde-con-rosca-paquete","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Recipiente de Plástico Redondo 240 ml Bosque Verde","Paquete","2.10","0.700","ud","2022-12-07","48005"
"https://tienda.mercadona.es/product/48008/pinzas-plastico-bosque-verde-gigantes-paquete","limpieza_y_hogar_utensilios_de_limpieza_y_calzado","Pinzas de plástico Bosque Verde gigantes","Paquete","1.25","0.105","ud","2022-12-07","48008"
"https://tienda.mercadona.es/product/48009/recipiente-plastico-redondo-1l-bosque-verde-con-rosca-paquete","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Recipiente de Plástico Redondo 1L Bosque Verde","Paquete","2.15","1.075","ud","2022-12-07","48009"
"https://tienda.mercadona.es/product/48304/recipiente-plastico-redondo-3l-bosque-verde-paquete","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Recipiente de Plástico Redondo 3L Bosque Verde","Paquete","3.50","1.750","ud","2022-12-07","48304"
"https://tienda.mercadona.es/product/48360/recipiente-plastico-cuadrado-bajo-08l-bosque-verde-paquete","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Recipiente de Plástico Cuadrado bajo 0,8L Bosque Verde","Paquete","2.25","0.450","ud","2022-12-07","48360"
"https://tienda.mercadona.es/product/48361/recipiente-plastico-rectangular-13l-bosque-verde-paquete","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Recipiente de Plástico Rectangular 1,3L Bosque Verde","Paquete","2.40","0.600","ud","2022-12-07","48361"
"https://tienda.mercadona.es/product/4850/aceite-oliva-virgen-extra-picual-casa-juncal-botella","aceite_especias_y_salsas_aceite_vinagre_y_sal","Aceite de oliva virgen extra Picual Casa Juncal","Botella","4.90","9.800","l","2022-12-07","4850"
"https://tienda.mercadona.es/product/4854/costilla-cerdo-tiras-bandeja","carne_cerdo","Costilla de cerdo a tiras","Bandeja","5.27","6.590","kg","2022-12-07","4854"
"https://tienda.mercadona.es/product/48636/cubo-basura-reciclaje-50l-30l-10l-bosque-verde-355-x-415-x-45-cm-varios-compartimentos-cubo","limpieza_y_hogar_utensilios_de_limpieza_y_calzado","Cubo de basura reciclaje 50L (30L + 10L) Bosque Verde 35,5 x 41,5 x 45 cm","Cubo","15.50","15.500","ud","2022-12-07","48636"
"https://tienda.mercadona.es/product/48640/cubo-ovalado-con-ruedas-15l-bosque-verde","limpieza_y_hogar_utensilios_de_limpieza_y_calzado","Cubo ovalado con ruedas 15L Bosque Verde",,"3.00","3.000","ud","2022-12-07","48640"
"https://tienda.mercadona.es/product/48642/barreno-redondo-6l-bosque-verde","limpieza_y_hogar_utensilios_de_limpieza_y_calzado","Barreño redondo 6L Bosque Verde",,"1.80","1.800","ud","2022-12-07","48642"
"https://tienda.mercadona.es/product/48646/cubo-redondo-12l-bosque-verde","limpieza_y_hogar_utensilios_de_limpieza_y_calzado","Cubo redondo 12L Bosque Verde",,"2.35","2.350","ud","2022-12-07","48646"
"https://tienda.mercadona.es/product/48647/escurridor-cubo-ovalado-bosque-verde","limpieza_y_hogar_utensilios_de_limpieza_y_calzado","Escurridor para cubo ovalado Bosque Verde",,"2.25","2.250","ud","2022-12-07","48647"
"https://tienda.mercadona.es/product/48649/cubo-basura-mediano-30l-bosque-verde-302-x-305-x-419-cm-cubo","limpieza_y_hogar_utensilios_de_limpieza_y_calzado","Cubo de basura mediano 30L Bosque Verde 30,2 x 30,5 x 41,9 cm","Cubo","8.50","8.500","ud","2022-12-07","48649"
"https://tienda.mercadona.es/product/48651/cubo-basura-pequeno-10l-bosque-verde-241-x-25-x-247-cm","limpieza_y_hogar_utensilios_de_limpieza_y_calzado","Cubo de basura pequeño 10L Bosque Verde 24,1 x 25 x 24,7 cm",,"7.30","7.300","ud","2022-12-07","48651"
"https://tienda.mercadona.es/product/48652/recogedor-antivuelco-con-palo-bosque-verde","limpieza_y_hogar_utensilios_de_limpieza_y_calzado","Recogedor antivuelco con palo Bosque Verde",,"1.45","1.450","ud","2022-12-07","48652"
"https://tienda.mercadona.es/product/48811/pinzas-plastico-bosque-verde-paquete","limpieza_y_hogar_utensilios_de_limpieza_y_calzado","Pinzas de plástico Bosque Verde","Paquete","0.69","0.029","ud","2022-12-07","48811"
"https://tienda.mercadona.es/product/4900/chuletas-aguja-cerdo-bandeja","carne_cerdo","Chuletas aguja de cerdo","Bandeja","2.96","4.560","kg","2022-12-07","4900"
"https://tienda.mercadona.es/product/49000/papel-aluminio-bosque-verde-caja","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Papel de Aluminio Bosque Verde","Caja","2.20","0.074","m","2022-12-07","49000"
"https://tienda.mercadona.es/product/4901/chuletas-lomo-cerdo-bandeja","carne_cerdo","Chuletas lomo de cerdo","Bandeja","2.35","4.900","kg","2022-12-07","4901"
"https://tienda.mercadona.es/product/49011/mantel-papel-color-aleatorio-bosque-verde-7-x-12-m","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Mantel de papel color aleatorio Bosque Verde",,"2.90","2.900","ud","2022-12-07","49011"
"https://tienda.mercadona.es/product/4903/limon-exprimido-hacendado-botella","aceite_especias_y_salsas_aceite_vinagre_y_sal","Limón exprimido Hacendado","Botella","0.95","3.393","l","2022-12-07","4903"
"https://tienda.mercadona.es/product/49048/bolsa-basura-grande-bosque-verde-50l-cubo-grande-paquete","limpieza_y_hogar_pilas_y_bolsas_de_basura","Bolsa de basura grande Bosque Verde 50L cubo grande","Paquete","1.65","0.110","ud","2022-12-07","49048"
"https://tienda.mercadona.es/product/49049/velote-blanco-roura","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Velote blanco Roura",,"0.95","0.950","ud","2022-12-07","49049"
"https://tienda.mercadona.es/product/4905/reduccion-vinagre-pedro-ximenez-hacendado-botella","aceite_especias_y_salsas_aceite_vinagre_y_sal","Reducción de vinagre Pedro Ximénez Hacendado","Botella","2.15","7.167","kg","2022-12-07","4905"
"https://tienda.mercadona.es/product/49068/film-resistente-bosque-verde-caja","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Film Resistente Bosque Verde","Caja","1.20","0.040","m","2022-12-07","49068"
"https://tienda.mercadona.es/product/49072/film-transparente-bosque-verde-caja","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Film Transparente Bosque Verde","Caja","1.60","0.020","m","2022-12-07","49072"
"https://tienda.mercadona.es/product/49073/bolsas-zip-congelacion-medianas-bosque-verde-18-x-185-cm-caja","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Bolsas Zip Congelación medianas Bosque Verde","Caja","1.20","0.060","ud","2022-12-07","49073"
"https://tienda.mercadona.es/product/49074/bolsas-zip-congelacion-grandes-bosque-verde-27-x-308-cm-caja","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Bolsas zip congelación grandes Bosque Verde","Caja","1.35","0.090","ud","2022-12-07","49074"
"https://tienda.mercadona.es/product/4908/crema-vinagre-balsamico-modena-hacendado-botella","aceite_especias_y_salsas_aceite_vinagre_y_sal","Crema de vinagre balsámico de Módena Hacendado","Botella","1.60","6.400","kg","2022-12-07","4908"
"https://tienda.mercadona.es/product/49080/encendedor-cocina-largo-clipper-paquete","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Encendedor cocina largo Clipper","Paquete","2.57","2.570","ud","2022-12-07","49080"
"https://tienda.mercadona.es/product/49087/mantel-papel-blanco-bosque-verde-7-x-12-m","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Mantel de papel blanco Bosque Verde",,"2.20","2.200","ud","2022-12-07","49087"
"https://tienda.mercadona.es/product/49116/fosforos-madera-largos-tres-estrellas-paquete","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Fósforos de madera largos Tres Estrellas","Paquete","0.90","0.300","ud","2022-12-07","49116"
"https://tienda.mercadona.es/product/49117/bol-biodegradable-bosque-verde-400-ml-paquete","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Bol biodegradable Bosque Verde","Paquete","2.10","0.140","ud","2022-12-07","49117"
"https://tienda.mercadona.es/product/4915/presa-cerdo-iberico-bandeja","carne_cerdo","Presa de cerdo ibérico","Bandeja","6.82","28.400","kg","2022-12-07","4915"
"https://tienda.mercadona.es/product/49154/bolsas-congelacion-grandes-bosque-verde-30-x-45-cm-caja","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Bolsas Congelación grandes Bosque Verde","Caja","1.00","0.034","ud","2022-12-07","49154"
"https://tienda.mercadona.es/product/49157/velas-cumpleanos-hacendado-paquete","panaderia_y_pasteleria_velas_y_decoracion","Velas de cumpleaños Hacendado","Paquete","0.90","0.045","ud","2022-12-07","49157"
"https://tienda.mercadona.es/product/4916/pluma-cerdo-iberico-bandeja","carne_cerdo","Pluma de cerdo ibérico","Bandeja","5.93","26.950","kg","2022-12-07","4916"
"https://tienda.mercadona.es/product/49173/papel-multiusos-resistente-bosque-verde-paquete","limpieza_y_hogar_papel_higienico_y_celulosa","Papel Multiusos Resistente Bosque Verde","Paquete","3.60","3.600","ud","2022-12-07","49173"
"https://tienda.mercadona.es/product/49176/papel-cocina-gigante-absorbente-bosque-verde-paquete","limpieza_y_hogar_papel_higienico_y_celulosa","Papel cocina Gigante Absorbente Bosque Verde","Paquete","3.10","3.100","ud","2022-12-07","49176"
"https://tienda.mercadona.es/product/4918/lomo-cerdo-iberico-bandeja","carne_cerdo","Lomo de cerdo ibérico","Bandeja","6.26","21.950","kg","2022-12-07","4918"
"https://tienda.mercadona.es/product/4919/secreto-cerdo-iberico-bandeja","carne_cerdo","Secreto de cerdo ibérico","Bandeja","5.93","23.700","kg","2022-12-07","4919"
"https://tienda.mercadona.es/product/49196/mantel-tacto-tela-decoracion-poinsettia-navidad-bosque-verde-2-x-12-m-paquete","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Mantel tacto tela decoración Navidad Bosque Verde","Paquete","4.10","4.100","ud","2022-12-07","49196"
"https://tienda.mercadona.es/product/49224/bolsas-congelacion-medianas-bosque-verde-22-x-35-cm-caja","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Bolsas Congelación medianas Bosque Verde","Caja","0.80","0.020","ud","2022-12-07","49224"
"https://tienda.mercadona.es/product/49302/velote-rojo-roura","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Velote rojo Roura",,"0.95","0.950","ud","2022-12-07","49302"
"https://tienda.mercadona.es/product/49319/palillos-redondos-bosque-verde-bote","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Palillos redondos Bosque Verde","Bote","1.25","0.003","ud","2022-12-07","49319"
"https://tienda.mercadona.es/product/49325/vaso-pequeno-bosque-verde-apto-bebida-caliente-desechable-100-ml-paquete","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Vaso pequeño Bosque Verde apto para bebida caliente","Paquete","1.35","0.068","ud","2022-12-07","49325"
"https://tienda.mercadona.es/product/49326/vaso-mediano-bosque-verde-apto-bebida-caliente-desechable-200-ml-paquete","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Vaso mediano Bosque Verde apto para bebida caliente","Paquete","2.45","0.245","ud","2022-12-07","49326"
"https://tienda.mercadona.es/product/49330/mini-mechero-clipper-paquete","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Mini mechero Clipper","Paquete","2.50","0.834","ud","2022-12-07","49330"
"https://tienda.mercadona.es/product/49333/bolsa-basura-compostables-bosque-verde-10l-cubo-pequeno-restos-organicos-paquete","limpieza_y_hogar_pilas_y_bolsas_de_basura","Bolsa de basura compostables Bosque Verde 10L cubo pequeño","Paquete","1.80","0.120","ud","2022-12-07","49333"
"https://tienda.mercadona.es/product/4940/vinagre-vino-blanco-hacendado-botella","aceite_especias_y_salsas_aceite_vinagre_y_sal","Vinagre de vino blanco Hacendado","Botella","0.55","0.550","l","2022-12-07","4940"
"https://tienda.mercadona.es/product/49402/vinagre-limpieza-bosque-verde-concentrado-botella","limpieza_y_hogar_limpieza_muebles_y_multiusos","Vinagre de Limpieza Bosque Verde concentrado","Botella","0.80","0.800","l","2022-12-07","49402"
"https://tienda.mercadona.es/product/49504/papel-hogar-super-absorbente-bosque-verde-paquete","limpieza_y_hogar_papel_higienico_y_celulosa","Papel hogar Super Absorbente Bosque Verde","Paquete","3.00","1.500","ud","2022-12-07","49504"
"https://tienda.mercadona.es/product/49506/servilleta-papel-decorada-textura-tela-bosque-verde-paquete","limpieza_y_hogar_papel_higienico_y_celulosa","Servilleta papel decorada Textura Tela Bosque Verde","Paquete","4.40","0.147","ud","2022-12-07","49506"
"https://tienda.mercadona.es/product/4954/vinagre-balsamico-modena-hacendado-botella","aceite_especias_y_salsas_aceite_vinagre_y_sal","Vinagre balsámico de Módena Hacendado","Botella","1.10","4.400","l","2022-12-07","4954"
"https://tienda.mercadona.es/product/49544/servilleta-papel-bosque-verde-1-capa-30-x-30-cm-paquete","limpieza_y_hogar_papel_higienico_y_celulosa","Servilleta papel Bosque Verde","Paquete","1.40","0.007","ud","2022-12-07","49544"
"https://tienda.mercadona.es/product/4957/vinagre-manzana-hacendado-botella","aceite_especias_y_salsas_aceite_vinagre_y_sal","Vinagre de manzana Hacendado","Botella","0.62","0.620","l","2022-12-07","4957"
"https://tienda.mercadona.es/product/49589/servilleta-papel-suave-bosque-verde-2-capas-33-x-32-cm-paquete","limpieza_y_hogar_papel_higienico_y_celulosa","Servilleta papel suave Bosque Verde","Paquete","1.50","0.015","ud","2022-12-07","49589"
"https://tienda.mercadona.es/product/49619/papel-hogar-compacto-absorbente-bosque-verde-paquete","limpieza_y_hogar_papel_higienico_y_celulosa","Papel hogar Compacto Absorbente Bosque Verde","Paquete","2.45","0.817","ud","2022-12-07","49619"
"https://tienda.mercadona.es/product/4962/aceite-oliva-vinagre-sal-merry-5-monodosis-10-ml-aceite-oliva-virgen-extra-5-monodosis-10-ml-vinagre-jerez-5-monodosis-1-gr-sal-paquete","aceite_especias_y_salsas_aceite_vinagre_y_sal","Aceite de oliva, vinagre y sal Merry","Paquete","2.00","20.000","l","2022-12-07","4962"
"https://tienda.mercadona.es/product/49632/bandeja-carton-rectangular-ph-desechable-25-x-34-cm-incluye-4-bandejas-4-blondas-paquete","limpieza_y_hogar_menaje_y_conservacion_de_alimentos","Bandeja de cartón rectangular P&H","Paquete","2.20","0.550","ud","2022-12-07","49632"
"https://tienda.mercadona.es/product/4965/crema-vinagre-balsamico-manzana-hacendado-botella","aceite_especias_y_salsas_aceite_vinagre_y_sal","Crema de vinagre balsámico de manzana Hacendado","Botella","2.30","9.200","kg","2022-12-07","4965"
