"https://tienda.mercadona.es/product/28401/vermouth-rosso-martini-botella","bodega_licores","Vermouth rosso Martini","Botella","8.35","8.350","l","2022-12-07","28401"
"https://tienda.mercadona.es/product/28407/licor-anis-ricard-pastis-marseille-botella","bodega_licores","Licor de anís Ricard Pastis de Marseille","Botella","10.75","15.358","l","2022-12-07","28407"
"https://tienda.mercadona.es/product/28408/bitter-campari-botella","bodega_licores","Bitter Campari","Botella","14.50","20.715","l","2022-12-07","28408"
"https://tienda.mercadona.es/product/2842/brochetas-pollo-bandeja","carne_aves_y_pollo","Brochetas de pollo","Bandeja","3.05","8.841","kg","2022-12-07","2842"
"https://tienda.mercadona.es/product/28432/licor-dulce-amaretto-patriarca-botella","bodega_licores","Licor dulce Amaretto Del Patriarca","Botella","4.80","6.858","l","2022-12-07","28432"
"https://tienda.mercadona.es/product/28433/bitter-kas-sin-alcohol-pack-6","agua_y_refrescos_tonica_y_bitter","Bitter Kas sin alcohol","Pack-6","4.89","4.075","l","2022-12-07","28433"
"https://tienda.mercadona.es/product/28435/bitter-kas-sin-alcohol-lata","agua_y_refrescos_tonica_y_bitter","Bitter Kas sin alcohol","Lata","0.95","2.879","l","2022-12-07","28435"
"https://tienda.mercadona.es/product/28439/licor-piruleta-piomka-botella","bodega_licores","Licor de piruleta Pi.omka","Botella","6.00","8.572","l","2022-12-07","28439"
"https://tienda.mercadona.es/product/28464/agua-mineral-pequena-neval-tapon-infantil-pack-6","agua_y_refrescos_agua","Agua mineral pequeña Neval tapón infantil","Pack-6","1.08","0.546","l","2022-12-07","28464"
"https://tienda.mercadona.es/product/28465/agua-mineral-pequena-neval-tapon-infantil-botella","agua_y_refrescos_agua","Agua mineral pequeña Neval tapón infantil","Botella","0.18","0.546","l","2022-12-07","28465"
"https://tienda.mercadona.es/product/2849/filetes-lomo-cerdo-extra-tiernos-bandeja","carne_cerdo","Filetes lomo de cerdo extra tiernos","Bandeja","3.26","7.080","kg","2022-12-07","2849"
"https://tienda.mercadona.es/product/28491/agua-mineral-mediana-bronchales-mineralizacion-muy-debil-pack-6","agua_y_refrescos_agua","Agua mineral mediana Bronchales","Pack-6","2.52","0.420","l","2022-12-07","28491"
"https://tienda.mercadona.es/product/28494/aperitivo-cafe-cerol-botella","bodega_licores","Aperitivo de café Cerol","Botella","5.55","5.550","l","2022-12-07","28494"
"https://tienda.mercadona.es/product/28496/yogur-azucarado-yogomix-hacendado-variado-copos-maiz-bolitas-disquitos-chocolateados-pack-6","postres_y_yogures_gelatina_y_otros_postres","Yogur azucarado YogoMix Hacendado variado de copos maíz, bolitas y disquitos chocolateados","Pack-6","3.10","3.445","kg","2022-12-07","28496"
"https://tienda.mercadona.es/product/28499/agua-mineral-mediana-bronchales-mineralizacion-muy-debil-botella","agua_y_refrescos_agua","Agua mineral mediana Bronchales","Botella","0.42","0.420","l","2022-12-07","28499"
"https://tienda.mercadona.es/product/28506/licor-crema-puente-pazos-botella","bodega_licores","Licor crema Puente Pazos","Botella","6.60","9.429","l","2022-12-07","28506"
"https://tienda.mercadona.es/product/28507/aguardiente-orujo-puente-pazos-botella","bodega_licores","Aguardiente de orujo Puente Pazos","Botella","6.90","9.858","l","2022-12-07","28507"
"https://tienda.mercadona.es/product/28508/licor-hierbas-puente-pazos-botella","bodega_licores","Licor de hierbas Puente Pazos","Botella","6.00","8.572","l","2022-12-07","28508"
"https://tienda.mercadona.es/product/28509/refresco-limon-nestea-pack-8","agua_y_refrescos_refresco_de_te_y_sin_gas","Refresco al limón Nestea","Pack-8","5.12","1.940","l","2022-12-07","28509"
"https://tienda.mercadona.es/product/2851/manos-cerdo-bandeja","carne_arreglos","Manos de cerdo","Bandeja","2.60","5.200","kg","2022-12-07","2851"
"https://tienda.mercadona.es/product/28510/licor-cafe-piomka-botella","bodega_licores","Licor de café Pi.omka","Botella","6.00","8.572","l","2022-12-07","28510"
"https://tienda.mercadona.es/product/28515/sidra-asturiana-mayu-botella","bodega_sidra_y_cava","Sidra asturiana El Mayu","Botella","1.50","2.000","l","2022-12-07","28515"
"https://tienda.mercadona.es/product/2852/embutido-blanco-bandeja","carne_embutido","Embutido blanco","Bandeja","2.13","6.100","kg","2022-12-07","2852"
"https://tienda.mercadona.es/product/28520/vermouth-rojo-maronti-reserva-botella","bodega_licores","Vermouth rojo Maronti reserva","Botella","2.80","2.800","l","2022-12-07","28520"
"https://tienda.mercadona.es/product/28525/brandy-jerez-solera-reserva-convidado-baco-botella","bodega_licores","Brandy de Jerez solera reserva Convidado de Baco","Botella","5.90","8.429","l","2022-12-07","28525"
"https://tienda.mercadona.es/product/28526/brandy-jerez-solera-gran-reserva-convidado-baco-botella","bodega_licores","Brandy de Jerez solera gran reserva Convidado de Baco","Botella","9.70","13.858","l","2022-12-07","28526"
"https://tienda.mercadona.es/product/28527/bebida-espirituosa-convidado-baco-botella","bodega_licores","Bebida espirituosa Convidado de Baco","Botella","5.55","5.550","l","2022-12-07","28527"
"https://tienda.mercadona.es/product/2853/carcasa-espinazo-pollo-bandeja","carne_aves_y_pollo","Carcasa y espinazo de pollo","Bandeja","1.30","1.300","kg","2022-12-07","2853"
"https://tienda.mercadona.es/product/28533/crema-di-limoncello-botella","bodega_licores","Crema di limoncello","Botella","6.60","9.429","l","2022-12-07","28533"
"https://tienda.mercadona.es/product/2854/gallina-cuarto-pieza-pesada-bandeja","carne_arreglos","Gallina un cuarto de pieza pesada","Bandeja","2.94","4.900","kg","2022-12-07","2854"
"https://tienda.mercadona.es/product/2855/carcasa-pollo-certificado-alimentado-con-50-maiz-bandeja","carne_aves_y_pollo","Carcasa de pollo certificado alimentado con un 50% de maíz","Bandeja","2.21","2.950","kg","2022-12-07","2855"
"https://tienda.mercadona.es/product/2856/mollejas-pollo-tarrina","carne_aves_y_pollo","Mollejas de pollo","Tarrina","1.56","5.200","kg","2022-12-07","2856"
"https://tienda.mercadona.es/product/28566/agua-mineral-pequena-bronchales-tapon-infantil-mineralizacion-muy-debil-pack-6","agua_y_refrescos_agua","Agua mineral pequeña Bronchales tapón infantil","Pack-6","1.92","0.970","l","2022-12-07","28566"
"https://tienda.mercadona.es/product/28567/agua-mineral-pequena-bronchales-tapon-infantil-mineralizacion-muy-debil-botella","agua_y_refrescos_agua","Agua mineral pequeña Bronchales tapón infantil","Botella","0.32","0.970","l","2022-12-07","28567"
"https://tienda.mercadona.es/product/2857/higados-corazones-pollo-tarrina","carne_aves_y_pollo","Hígados y corazones de pollo","Tarrina","1.71","3.800","kg","2022-12-07","2857"
"https://tienda.mercadona.es/product/28571/licor-crema-irlandesa-royal-swan-botella","bodega_licores","Licor crema Irlandesa Royal Swan","Botella","5.75","8.215","l","2022-12-07","28571"
"https://tienda.mercadona.es/product/28574/bebida-isotonica-sabor-citrico-iso-drink-hacendado-lata","agua_y_refrescos_isotonico_y_energetico","Bebida isotónica sabor cítrico Iso drink","Lata","0.40","1.213","l","2022-12-07","28574"
"https://tienda.mercadona.es/product/28575/bebida-isotonica-sabor-citrico-iso-drink-hacendado-pack-6","agua_y_refrescos_isotonico_y_energetico","Bebida isotónica sabor cítrico Iso drink","Pack-6","2.40","1.213","l","2022-12-07","28575"
"https://tienda.mercadona.es/product/28576/bebida-isotonica-sabor-citrico-iso-drink-hacendado-botella","agua_y_refrescos_isotonico_y_energetico","Bebida isotónica sabor cítrico Iso drink","Botella","0.85","0.567","l","2022-12-07","28576"
"https://tienda.mercadona.es/product/2858/sesos-cerdo-bandeja","carne_cerdo","Sesos de cerdo","Bandeja","2.25","17.308","kg","2022-12-07","2858"
"https://tienda.mercadona.es/product/2859/filetes-higado-cerdo-bandeja","carne_cerdo","Filetes hígado de cerdo","Bandeja","2.34","5.200","kg","2022-12-07","2859"
"https://tienda.mercadona.es/product/2860/filetes-higado-cordero-bandeja","carne_conejo_y_cordero","Filetes hígado de cordero","Bandeja","1.96","9.800","kg","2022-12-07","2860"
"https://tienda.mercadona.es/product/28604/whisky-escoces-ballantines-botella","bodega_licores","Whisky escocés Ballantine's","Botella","12.00","17.143","l","2022-12-07","28604"
"https://tienda.mercadona.es/product/2861/filetes-higado-vacuno-anojo-bandeja","carne_vacuno","Filetes hígado de vacuno añojo","Bandeja","4.92","8.200","kg","2022-12-07","2861"
"https://tienda.mercadona.es/product/28610/whisky-escoces-red-label-johnnie-walker-botella","bodega_licores","Whisky escocés Red Label Johnnie Walker","Botella","13.00","18.572","l","2022-12-07","28610"
"https://tienda.mercadona.es/product/28613/whisky-escoces-jb-botella","bodega_licores","Whisky escocés J&B","Botella","11.50","16.429","l","2022-12-07","28613"
"https://tienda.mercadona.es/product/28615/whisky-escoces-cardhu-12-anos-botella","bodega_licores","Whisky escocés Cardhu 12 años","Botella","27.00","38.572","l","2022-12-07","28615"
"https://tienda.mercadona.es/product/28617/whisky-escoces-dewars-white-label-botella","bodega_licores","Whisky escocés Dewar's White Label","Botella","11.00","15.715","l","2022-12-07","28617"
"https://tienda.mercadona.es/product/28630/whisky-escoces-black-label-johnnie-walker-botella","bodega_licores","Whisky escocés Black Label Johnnie Walker","Botella","23.00","32.858","l","2022-12-07","28630"
"https://tienda.mercadona.es/product/2864/chistorra-paquete","carne_embutido","Chistorra","Paquete","1.27","5.773","kg","2022-12-07","2864"
"https://tienda.mercadona.es/product/28655/vodka-premium-vladonof-botella","bodega_licores","Vodka premium Vladonof","Botella","9.40","13.429","l","2022-12-07","28655"
"https://tienda.mercadona.es/product/2866/embutido-mixto-bandeja","carne_embutido","Embutido mixto","Bandeja","3.26","6.260","kg","2022-12-07","2866"
"https://tienda.mercadona.es/product/28662/whisky-escoces-james-webb-botella","bodega_licores","Whisky escocés James Webb","Botella","5.80","8.286","l","2022-12-07","28662"
"https://tienda.mercadona.es/product/28664/bebida-energetica-energy-monster-pack-4","agua_y_refrescos_isotonico_y_energetico","Bebida energética energy Monster","Pack-4","5.68","2.840","l","2022-12-07","28664"
"https://tienda.mercadona.es/product/2867/preparado-carne-picada-cerdo-bandeja","carne_hamburguesas_y_picadas","Preparado de carne picada cerdo","Bandeja","2.39","4.780","kg","2022-12-07","2867"
"https://tienda.mercadona.es/product/28670/bebida-energetica-energy-ultra-zero-monster-pack-4","agua_y_refrescos_isotonico_y_energetico","Bebida energética Energy Ultra zero Monster","Pack-4","5.68","2.840","l","2022-12-07","28670"
"https://tienda.mercadona.es/product/2868/preparado-carne-picada-vacuno-bandeja","carne_hamburguesas_y_picadas","Preparado de carne picada vacuno","Bandeja","3.74","7.480","kg","2022-12-07","2868"
"https://tienda.mercadona.es/product/28688/bebida-isotonica-naranja-iso-drink-hacendado-botella","agua_y_refrescos_isotonico_y_energetico","Bebida isotónica de naranja Iso drink","Botella","0.85","0.567","l","2022-12-07","28688"
"https://tienda.mercadona.es/product/28689/bebida-isotonica-naranja-iso-drink-hacendado-lata","agua_y_refrescos_isotonico_y_energetico","Bebida isotónica de naranja Iso drink","Lata","0.40","1.213","l","2022-12-07","28689"
"https://tienda.mercadona.es/product/2869/preparado-carne-picada-vacuno-cerdo-bandeja","carne_hamburguesas_y_picadas","Preparado de carne picada vacuno y cerdo","Bandeja","3.50","7.000","kg","2022-12-07","2869"
"https://tienda.mercadona.es/product/28690/bebida-isotonica-naranja-iso-drink-hacendado-pack-6","agua_y_refrescos_isotonico_y_energetico","Bebida isotónica de naranja Iso drink","Pack-6","2.40","1.213","l","2022-12-07","28690"
"https://tienda.mercadona.es/product/2870/preparado-carne-picada-pollo-pavo-bandeja","carne_hamburguesas_y_picadas","Preparado de carne picada pollo y pavo","Bandeja","3.50","7.000","kg","2022-12-07","2870"
"https://tienda.mercadona.es/product/2871/albondigas-cerdo-bandeja","carne_hamburguesas_y_picadas","Albóndigas de cerdo","Bandeja","3.98","4.739","kg","2022-12-07","2871"
"https://tienda.mercadona.es/product/28712/ginebra-london-dry-gin-beefeater-botella","bodega_licores","Ginebra London dry gin Beefeater","Botella","13.00","18.572","l","2022-12-07","28712"
"https://tienda.mercadona.es/product/28715/ginebra-london-dry-gin-larios-botella","bodega_licores","Ginebra London dry gin Larios","Botella","10.75","10.750","l","2022-12-07","28715"
"https://tienda.mercadona.es/product/2872/burger-vacuno-cerdo-bandeja","carne_hamburguesas_y_picadas","Burger de vacuno y cerdo","Bandeja","3.71","6.871","kg","2022-12-07","2872"
"https://tienda.mercadona.es/product/28724/licor-hierbas-jagermeister-botella","bodega_licores","Licor de hierbas Jägermeister","Botella","12.50","17.858","l","2022-12-07","28724"
"https://tienda.mercadona.es/product/2873/burger-vacuno-bandeja","carne_hamburguesas_y_picadas","Burger de vacuno","Bandeja","4.18","7.741","kg","2022-12-07","2873"
"https://tienda.mercadona.es/product/28731/ron-anejo-negrita-botella","bodega_licores","Ron añejo Negrita","Botella","8.40","12.000","l","2022-12-07","28731"
"https://tienda.mercadona.es/product/28733/ron-anejo-cacique-botella","bodega_licores","Ron añejo Cacique","Botella","12.00","17.143","l","2022-12-07","28733"
"https://tienda.mercadona.es/product/28757/ron-dominicano-anejo-ron-barcelo-botella","bodega_licores","Ron dominicano añejo Ron Barceló","Botella","14.30","20.429","l","2022-12-07","28757"
"https://tienda.mercadona.es/product/2876/morcilla-arroz-cebolla-paquete","carne_embutido","Morcilla de arroz y cebolla","Paquete","1.44","4.800","kg","2022-12-07","2876"
"https://tienda.mercadona.es/product/28775/ginebra-london-dry-gin-tanqueray-botella","bodega_licores","Ginebra London dry gin Tanqueray","Botella","13.80","19.715","l","2022-12-07","28775"
"https://tienda.mercadona.es/product/28801/sidra-extra-gaitero-botella","bodega_sidra_y_cava","Sidra extra El Gaitero","Botella","3.05","4.067","l","2022-12-07","28801"
"https://tienda.mercadona.es/product/28811/sidra-gaitero-botella","bodega_sidra_y_cava","Sidra El Gaitero","Botella","2.35","3.134","l","2022-12-07","28811"
"https://tienda.mercadona.es/product/28812/bebida-espirituosa-base-vodka-knebep-negro-botella","bodega_licores","Bebida espirituosa a base de vodka Knebep negro","Botella","5.40","7.715","l","2022-12-07","28812"
"https://tienda.mercadona.es/product/28822/vodka-knebep-botella","bodega_licores","Vodka Knebep","Botella","7.00","7.000","l","2022-12-07","28822"
"https://tienda.mercadona.es/product/28836/bebida-espirituosa-base-vodka-knebep-azul-botella","bodega_licores","Bebida espirituosa a base de vodka Knebep azul","Botella","6.00","8.572","l","2022-12-07","28836"
"https://tienda.mercadona.es/product/28848/ginebra-strawberry-gin-glivery-botella","bodega_licores","Ginebra strawberry gin Glivery","Botella","7.75","11.072","l","2022-12-07","28848"
"https://tienda.mercadona.es/product/28898/sidra-natural-polian-botella","bodega_sidra_y_cava","Sidra natural Polían","Botella","1.75","2.500","l","2022-12-07","28898"
"https://tienda.mercadona.es/product/28908/cava-brut-nature-jaume-serra-botella","bodega_sidra_y_cava","Cava brut nature Jaume Serra","Botella","3.15","4.200","l","2022-12-07","28908"
"https://tienda.mercadona.es/product/28921/cava-brut-cabre-sabate-botella","bodega_sidra_y_cava","Cava brut Cabré & Sabaté","Botella","2.20","2.934","l","2022-12-07","28921"
"https://tienda.mercadona.es/product/28922/tonica-pink-schweppes-pack-8","agua_y_refrescos_tonica_y_bitter","Tónica pink Schweppes","Pack-8","5.12","1.940","l","2022-12-07","28922"
"https://tienda.mercadona.es/product/28926/tonica-pink-schweppes-lata","agua_y_refrescos_tonica_y_bitter","Tónica pink Schweppes","Lata","0.85","2.576","l","2022-12-07","28926"
"https://tienda.mercadona.es/product/28938/cava-brut-nature-vintage-cabre-sabate-botella","bodega_sidra_y_cava","Cava brut nature vintage Cabré & Sabaté","Botella","4.00","5.334","l","2022-12-07","28938"
"https://tienda.mercadona.es/product/28939/cava-semi-seco-cabre-sabate-botella","bodega_sidra_y_cava","Cava semi seco Cabré & Sabaté","Botella","2.20","2.934","l","2022-12-07","28939"
"https://tienda.mercadona.es/product/28945/cava-brut-rosado-cabre-sabate-botella","bodega_sidra_y_cava","Cava brut rosado Cabré & Sabaté","Botella","2.50","3.334","l","2022-12-07","28945"
"https://tienda.mercadona.es/product/28947/cava-brut-cabre-sabate-chardonnay-botella","bodega_sidra_y_cava","Cava brut Cabré & Sabaté Chardonnay","Botella","4.00","5.334","l","2022-12-07","28947"
"https://tienda.mercadona.es/product/28949/cava-brut-senorio-requena-botella","bodega_sidra_y_cava","Cava brut Señorío De Requena","Botella","2.75","3.667","l","2022-12-07","28949"
"https://tienda.mercadona.es/product/28951/cava-semi-seco-senorio-requena-botella","bodega_sidra_y_cava","Cava semi seco Señorío De Requena","Botella","2.75","3.667","l","2022-12-07","28951"
"https://tienda.mercadona.es/product/28955/champagne-brut-moet-chandon-botella","bodega_sidra_y_cava","Champagne brut Moët & Chandon","Botella","41.25","55.000","l","2022-12-07","28955"
"https://tienda.mercadona.es/product/28959/cava-semi-seco-cabre-sabate-ice-botella","bodega_sidra_y_cava","Cava semi seco Cabré & Sabaté Ice","Botella","3.20","4.267","l","2022-12-07","28959"
"https://tienda.mercadona.es/product/28969/cava-brut-anna-codorniu-botella","bodega_sidra_y_cava","Cava brut Anna Codorníu","Botella","7.99","10.654","l","2022-12-07","28969"
"https://tienda.mercadona.es/product/28999/sidra-sin-alcohol-lagar-botella","bodega_sidra_y_cava","Sidra sin alcohol El Lagar","Botella","1.40","1.867","l","2022-12-07","28999"
"https://tienda.mercadona.es/product/2900/filetes-vacuno-anojo-plancha-bandeja","carne_vacuno","Filetes de vacuno añojo para plancha","Bandeja","7.00","13.990","kg","2022-12-07","2900"
"https://tienda.mercadona.es/product/29004/gasificante-reposteria-casera-hacendado-caja","panaderia_y_pasteleria_harina_y_preparado_reposteria","Gasificante repostería casera Hacendado","Caja","0.70","1.591","100 g","2022-12-07","29004"
"https://tienda.mercadona.es/product/29006/bicarbonato-sodico-hacendado-bote","aceite_especias_y_salsas_aceite_vinagre_y_sal","Bicarbonato sódico Hacendado","Bote","1.00","3.334","kg","2022-12-07","29006"
"https://tienda.mercadona.es/product/29007/bicarbonato-sodico-hacendado-paquete","aceite_especias_y_salsas_aceite_vinagre_y_sal","Bicarbonato sódico Hacendado","Paquete","1.35","1.350","kg","2022-12-07","29007"
"https://tienda.mercadona.es/product/29016/sal-frutas-sabor-limon-hacendado-bote","aceite_especias_y_salsas_aceite_vinagre_y_sal","Sal de frutas sabor limón Hacendado","Bote","1.85","7.400","kg","2022-12-07","29016"
"https://tienda.mercadona.es/product/29017/preparado-bizcochos-con-levadura-incorporada-hacendado-paquete","panaderia_y_pasteleria_harina_y_preparado_reposteria","Preparado para bizcochos con levadura incorporada Hacendado","Paquete","1.10","1.100","kg","2022-12-07","29017"
"https://tienda.mercadona.es/product/29019/harina-fuerza-hacendado-paquete","panaderia_y_pasteleria_harina_y_preparado_reposteria","Harina de fuerza Hacendado","Paquete","0.95","0.950","kg","2022-12-07","29019"
"https://tienda.mercadona.es/product/29031/refresco-cola-hacendado-pack-6","agua_y_refrescos_refresco_de_cola","Refresco cola Hacendado","Pack-6","2.04","1.031","l","2022-12-07","29031"
"https://tienda.mercadona.es/product/29032/refresco-cola-hacendado-lata","agua_y_refrescos_refresco_de_cola","Refresco cola Hacendado","Lata","0.34","1.031","l","2022-12-07","29032"
"https://tienda.mercadona.es/product/29033/refresco-cola-hacendado-zero-azucar-pack-6","agua_y_refrescos_refresco_de_cola","Refresco cola Hacendado Zero azúcar","Pack-6","1.92","0.970","l","2022-12-07","29033"
"https://tienda.mercadona.es/product/29034/refresco-cola-hacendado-zero-azucar-lata","agua_y_refrescos_refresco_de_cola","Refresco cola Hacendado Zero azúcar","Lata","0.32","0.970","l","2022-12-07","29034"
"https://tienda.mercadona.es/product/29035/refresco-cola-hacendado-zero-azucar-zero-cafeina-pack-6","agua_y_refrescos_refresco_de_cola","Refresco cola Hacendado Zero azúcar Zero cafeína","Pack-6","1.92","0.970","l","2022-12-07","29035"
"https://tienda.mercadona.es/product/29036/refresco-cola-hacendado-zero-azucar-zero-cafeina-lata","agua_y_refrescos_refresco_de_cola","Refresco cola Hacendado Zero azúcar Zero cafeína","Lata","0.32","0.970","l","2022-12-07","29036"
"https://tienda.mercadona.es/product/29039/refresco-naranja-hacendado-fresh-gas-pack-6","agua_y_refrescos_refresco_de_naranja_y_de_limon","Refresco de naranja Hacendado fresh gas","Pack-6","1.92","0.970","l","2022-12-07","29039"
"https://tienda.mercadona.es/product/29040/refresco-naranja-hacendado-fresh-gas-lata","agua_y_refrescos_refresco_de_naranja_y_de_limon","Refresco de naranja Hacendado fresh gas","Lata","0.32","0.970","l","2022-12-07","29040"
"https://tienda.mercadona.es/product/29041/refresco-naranja-hacendado-zero-fresh-gas-pack-6","agua_y_refrescos_refresco_de_naranja_y_de_limon","Refresco de naranja Hacendado zero fresh gas","Pack-6","2.10","1.061","l","2022-12-07","29041"
"https://tienda.mercadona.es/product/29042/refresco-naranja-hacendado-zero-fresh-gas-lata","agua_y_refrescos_refresco_de_naranja_y_de_limon","Refresco de naranja Hacendado zero fresh gas","Lata","0.35","1.061","l","2022-12-07","29042"
"https://tienda.mercadona.es/product/29043/refresco-limon-hacendado-fresh-gas-pack-6","agua_y_refrescos_refresco_de_naranja_y_de_limon","Refresco de limón Hacendado fresh gas","Pack-6","1.92","0.970","l","2022-12-07","29043"
"https://tienda.mercadona.es/product/29044/refresco-limon-hacendado-fresh-gas-lata","agua_y_refrescos_refresco_de_naranja_y_de_limon","Refresco de limón Hacendado fresh gas","Lata","0.32","0.970","l","2022-12-07","29044"
"https://tienda.mercadona.es/product/29045/refresco-limon-hacendado-zero-azucar-fresh-gas-pack-6","agua_y_refrescos_refresco_de_naranja_y_de_limon","Refresco de limón Hacendado zero azúcar fresh gas","Pack-6","2.10","1.061","l","2022-12-07","29045"
"https://tienda.mercadona.es/product/29046/refresco-limon-hacendado-zero-azucar-fresh-gas-lata","agua_y_refrescos_refresco_de_naranja_y_de_limon","Refresco de limón Hacendado zero azúcar fresh gas","Lata","0.35","1.061","l","2022-12-07","29046"
"https://tienda.mercadona.es/product/29047/refresco-lima-limon-hacendado-fresh-gas-pack-6","agua_y_refrescos_refresco_de_naranja_y_de_limon","Refresco lima limón Hacendado fresh gas","Pack-6","2.10","1.061","l","2022-12-07","29047"
"https://tienda.mercadona.es/product/29048/refresco-lima-limon-hacendado-fresh-gas-lata","agua_y_refrescos_refresco_de_naranja_y_de_limon","Refresco lima limón Hacendado fresh gas","Lata","0.35","1.061","l","2022-12-07","29048"
"https://tienda.mercadona.es/product/29049/refresco-lima-limon-hacendado-zero-azucar-fresh-gas-pack-6","agua_y_refrescos_refresco_de_naranja_y_de_limon","Refresco lima limón Hacendado zero azúcar fresh gas","Pack-6","1.98","1.000","l","2022-12-07","29049"
"https://tienda.mercadona.es/product/29050/refresco-lima-limon-hacendado-zero-azucar-fresh-gas-lata","agua_y_refrescos_refresco_de_naranja_y_de_limon","Refresco lima limón Hacendado zero azúcar fresh gas","Lata","0.33","1.000","l","2022-12-07","29050"
"https://tienda.mercadona.es/product/29059/refresco-cola-hacendado-botella","agua_y_refrescos_refresco_de_cola","Refresco cola Hacendado","Botella","0.45","0.900","l","2022-12-07","29059"
"https://tienda.mercadona.es/product/29061/refresco-cola-hacendado-zero-azucar-botella","agua_y_refrescos_refresco_de_cola","Refresco cola Hacendado Zero azúcar","Botella","0.45","0.900","l","2022-12-07","29061"
"https://tienda.mercadona.es/product/29063/refresco-naranja-hacendado-fresh-gas-botella","agua_y_refrescos_refresco_de_naranja_y_de_limon","Refresco de naranja Hacendado fresh gas","Botella","0.48","0.960","l","2022-12-07","29063"
"https://tienda.mercadona.es/product/29064/refresco-lima-limon-hacendado-zero-azucar-fresh-gas-botella","agua_y_refrescos_refresco_de_naranja_y_de_limon","Refresco lima limón Hacendado zero azúcar fresh gas","Botella","0.87","0.435","l","2022-12-07","29064"
"https://tienda.mercadona.es/product/29065/refresco-limon-hacendado-fresh-gas-botella","agua_y_refrescos_refresco_de_naranja_y_de_limon","Refresco de limón Hacendado fresh gas","Botella","0.48","0.960","l","2022-12-07","29065"
"https://tienda.mercadona.es/product/29072/refresco-cola-hacendado-botella","agua_y_refrescos_refresco_de_cola","Refresco cola Hacendado","Botella","0.80","0.400","l","2022-12-07","29072"
"https://tienda.mercadona.es/product/29073/refresco-cola-hacendado-zero-azucar-botella","agua_y_refrescos_refresco_de_cola","Refresco cola Hacendado Zero azúcar","Botella","0.70","0.350","l","2022-12-07","29073"
"https://tienda.mercadona.es/product/29074/refresco-cola-hacendado-zero-azucar-zero-cafeina-botella","agua_y_refrescos_refresco_de_cola","Refresco cola Hacendado Zero azúcar Zero cafeína","Botella","0.70","0.350","l","2022-12-07","29074"
"https://tienda.mercadona.es/product/29075/refresco-naranja-hacendado-fresh-gas-botella","agua_y_refrescos_refresco_de_naranja_y_de_limon","Refresco de naranja Hacendado fresh gas","Botella","0.95","0.475","l","2022-12-07","29075"
"https://tienda.mercadona.es/product/29076/refresco-naranja-hacendado-zero-fresh-gas-botella","agua_y_refrescos_refresco_de_naranja_y_de_limon","Refresco de naranja Hacendado zero fresh gas","Botella","0.87","0.435","l","2022-12-07","29076"
"https://tienda.mercadona.es/product/29077/refresco-limon-hacendado-fresh-gas-botella","agua_y_refrescos_refresco_de_naranja_y_de_limon","Refresco de limón Hacendado fresh gas","Botella","0.95","0.475","l","2022-12-07","29077"
"https://tienda.mercadona.es/product/29078/refresco-limon-hacendado-zero-azucar-fresh-gas-botella","agua_y_refrescos_refresco_de_naranja_y_de_limon","Refresco de limón Hacendado zero azúcar fresh gas","Botella","0.87","0.435","l","2022-12-07","29078"
"https://tienda.mercadona.es/product/29079/refresco-lima-limon-hacendado-fresh-gas-botella","agua_y_refrescos_refresco_de_naranja_y_de_limon","Refresco lima limón Hacendado fresh gas","Botella","0.95","0.475","l","2022-12-07","29079"
"https://tienda.mercadona.es/product/29080/bebida-isotonica-iso-on-blue-hacendado-botella","agua_y_refrescos_isotonico_y_energetico","Bebida isotónica Iso On blue Hacendado","Botella","0.50","1.000","l","2022-12-07","29080"
"https://tienda.mercadona.es/product/29084/refresco-cola-hacendado-pack-6","agua_y_refrescos_refresco_de_cola","Refresco cola Hacendado","Pack-6","2.70","0.900","l","2022-12-07","29084"
"https://tienda.mercadona.es/product/29085/refresco-cola-hacendado-zero-azucar","agua_y_refrescos_refresco_de_cola","Refresco cola Hacendado Zero azúcar",,"2.70","0.900","l","2022-12-07","29085"
"https://tienda.mercadona.es/product/29086/refresco-naranja-hacendado-fresh-gas-pack-6","agua_y_refrescos_refresco_de_naranja_y_de_limon","Refresco de naranja Hacendado fresh gas","Pack-6","2.88","0.960","l","2022-12-07","29086"
"https://tienda.mercadona.es/product/29088/refresco-limon-hacendado-fresh-gas-pack-6","agua_y_refrescos_refresco_de_naranja_y_de_limon","Refresco de limón Hacendado fresh gas","Pack-6","2.88","0.960","l","2022-12-07","29088"
"https://tienda.mercadona.es/product/29100/harina-trigo-hacendado-paquete","panaderia_y_pasteleria_harina_y_preparado_reposteria","Harina de trigo Hacendado","Paquete","0.75","0.750","kg","2022-12-07","29100"
"https://tienda.mercadona.es/product/29103/levadura-polvo-hacendado-caja","panaderia_y_pasteleria_harina_y_preparado_reposteria","Levadura en polvo Hacendado","Caja","0.70","7.778","kg","2022-12-07","29103"
"https://tienda.mercadona.es/product/29106/harina-trigo-grande-hacendado-paquete","panaderia_y_pasteleria_harina_y_preparado_reposteria","Harina de trigo grande Hacendado","Paquete","3.40","0.680","kg","2022-12-07","29106"
"https://tienda.mercadona.es/product/29130/harina-arroz-hacendado-paquete","panaderia_y_pasteleria_harina_y_preparado_reposteria","Harina de arroz Hacendado","Paquete","1.10","2.200","kg","2022-12-07","29130"
